"Dépenses 
 Alimentaires","Dépenses 
 Mode","Dépenses 
 Électroniques","Depenses 
 Abonement","Depenses 
 Voyages"
1280,49183,6932,28620,34168
20549,44700,3566,15787,39542
62001,74593,8761,5062,60714
11030,62984,3900,18969,24946
13377,7002,7503,4546,27118
2481,35595,3311,19705,30565
80577,1622,1084,5803,89255
60558,40103,5090,28821,10056
57027,26138,3712,14223,18970
66361,78287,2239,26108,90446
30890,26131,7320,13660,92560
18162,48935,4288,19257,50970
2595,42299,2775,4530,40316
22299,54811,4920,27720,10078
67578,86345,8287,11518,71861
84438,73005,8269,19706,83921
37027,1824,7080,8669,16236
71588,35256,2270,21208,98512
35899,22767,5597,7096,20271
83730,12203,5444,26299,64466
27190,34715,5822,14395,67834
35132,75147,7104,15471,52841
79774,23200,2720,17118,40375
26921,9448,5855,27210,91724
59307,70504,2410,4140,96910
39154,2449,1125,23375,14108
51123,22288,4449,7191,82942
38099,59306,8553,27972,27290
57730,84249,8826,25322,13832
63622,69405,1697,21642,27559
82195,15087,3818,21475,53435
13428,1055,1840,10345,61835
78764,40392,7342,24613,63874
84221,68460,7985,23176,59001
75075,24204,1968,25017,23935
7219,50202,8270,7735,90806
2684,89216,7639,4197,83258
10844,68081,6937,9119,60698
27414,57340,8387,29359,53254
83468,10901,4954,24849,15238
77711,36260,7531,19429,48969
72360,40073,1218,11072,81857
62870,33712,4593,17895,18422
71471,9686,4521,27051,30802
54291,85691,5645,28478,99789
56424,58262,6084,13792,18216
2962,52814,6037,10361,39678
2116,54445,3612,20042,37195
23433,51855,4900,11776,99373
16940,23629,5859,12154,34287
66768,42935,1537,27986,92377
62212,79449,7857,9275,85914
1339,15774,8438,14299,74704
51106,67651,1192,9659,47348
79460,2133,3585,28714,25649
37099,28876,2508,28137,22990
7167,86172,6469,7009,64055
40961,86902,3616,24746,35188
58254,45330,6505,16639,71719
26123,23742,3713,20187,75594
14748,43671,5806,12750,48878
84957,68008,5131,12950,80431
40174,42193,1915,17875,14396
21356,24107,1714,8811,91947
1438,65822,5523,24483,15071
67680,24357,7579,4267,37048
74100,27319,8917,23125,96139
11306,47693,6785,4395,47288
17940,7683,4783,19927,39359
73052,62742,3169,16490,51047
27474,35890,1889,4584,47200
87736,61303,4057,28306,18319
67355,9198,7821,25826,99921
3239,32792,3005,5054,65898
2441,37097,5088,14717,63668
11621,4231,6009,28113,76352
75257,57124,3453,28457,44287
48282,88786,1058,16440,75999
48072,5251,4262,4928,79936
50293,78574,2776,10947,44781
30829,84301,5997,8452,50615
20620,71079,1556,16078,38674
86479,9616,1642,26186,32433
70984,2944,5776,19845,65693
47755,3596,3633,4044,87443
10402,68987,3764,5227,56039
52776,19307,2824,21418,98423
76431,86966,8060,22053,59093
55430,79273,5712,19074,78573
1018,16181,3922,11550,71170
84750,32682,4171,24158,53484
89681,46247,1483,10289,48839
79064,60855,1403,24430,58181
77825,1950,2633,8549,23571
30312,60662,6759,18234,87909
28437,65110,2482,13445,81841
88056,74251,5161,22482,40279
89814,66050,6049,15380,85987
65368,76161,4664,23736,37696
22916,77081,3959,6635,14780
30919,52417,1304,29066,44764
23670,15827,4024,17616,99762
48457,54452,5844,21784,59893
65739,36122,6180,23696,48158
36508,21290,8225,19176,89461
1264,46659,3399,21455,86983
89043,33850,3651,4650,48434
62378,75376,6748,14085,53683
50150,10161,5476,5236,60109
78727,53258,8052,4533,95575
76032,12171,8077,24596,10053
5199,37168,6543,24886,17859
53718,22638,8972,25124,52070
84042,5867,2179,27281,10318
9159,14653,7377,4304,28825
84921,7658,2077,8337,33151
2962,54992,8036,12185,36046
73054,84184,3138,29171,26925
19370,81793,3752,6421,77403
79767,59728,6884,20788,32165
9109,25082,1956,16189,12260
37292,71065,2597,23035,25843
85818,38947,5507,4453,80130
7422,52730,7671,28132,21072
49669,18546,3733,18342,51335
1521,71328,2612,13864,26511
89833,84030,5539,25233,69147
80072,64527,5278,24990,63732
74695,66673,1928,7826,29413
14843,36361,8699,28425,35134
4283,67899,8032,20998,77359
19398,75782,3061,24262,38368
15578,12179,1739,20652,68369
1642,81695,2792,25612,17615
58734,78333,2846,24638,64064
63424,46354,4793,14264,94641
1570,28166,2744,23772,51391
55544,79925,2224,24010,57919
21328,25939,2359,14355,79265
62323,44181,4389,25443,80505
14107,6906,4686,21990,13625
7987,4433,1147,24739,36418
12685,22494,6205,5829,66252
56113,80512,3721,5773,78239
14449,89263,5454,20910,71904
53848,44636,6798,16141,14081
17958,62473,4576,26851,21101
43255,57907,1606,7099,96319
57079,34013,5796,24366,40451
21254,4035,2953,23415,67408
58820,18551,2207,8743,31021
74953,8902,6319,6146,21099
55652,59136,7880,16245,44499
81933,60373,6739,26774,73033
42202,75953,3941,27531,41076
79601,3891,1882,18571,55039
73972,27279,5721,25864,65534
1741,72813,6746,21271,81820
35666,87673,8619,5755,29633
9867,1007,4534,8075,14156
45180,73711,7724,28648,66336
84934,28964,2029,10670,54206
16679,37238,5734,10989,84703
41840,68530,7513,13351,32432
64525,89301,4529,6528,85802
73368,21104,1195,14450,60398
12888,62821,8095,28018,30039
76694,57507,3723,15422,37551
43947,13933,6195,20588,86809
80127,22893,3110,5594,69258
13040,66813,3817,8587,50475
43294,9953,6597,25352,37227
24502,55473,5566,16730,62692
32596,9007,1310,17895,50652
32926,47116,2478,10826,82566
65070,87542,8498,29952,79040
18705,70408,1573,23134,98805
79426,34441,4545,28756,90099
30038,12002,7042,26293,94419
69318,55361,6720,20966,51201
60713,6616,6991,9881,60211
65276,18876,6969,17755,10753
15932,60313,3424,8151,92372
47232,5151,1010,19827,94615
14228,41852,4960,28541,33131
37500,19626,1760,24427,46727
30476,76922,4590,8427,17783
14913,8272,6672,6902,44578
54823,86140,5244,7852,26995
85843,43630,4478,19937,16367
36254,80125,4547,25100,71049
51593,12189,6155,19401,26579
28868,61881,2425,8899,10996
34716,34287,1288,10611,76106
35831,4995,3131,6123,61361
6026,30543,6206,14494,70250
56376,89048,4662,17571,62760
78113,2180,8725,27721,10595
12244,38322,4862,5194,95059
66995,85390,1616,24411,52024
59124,31756,6684,17090,55036
14944,29918,4648,29342,78671
35632,3579,4227,17044,89091
16312,85030,6867,13341,50547
2966,32139,5315,29158,89497
4087,11464,2311,16841,50662
54606,87236,8679,8786,93514
4884,75550,3459,15376,12055
27194,14900,4074,11484,52769
11675,58693,6432,28723,69526
70188,77596,6716,8485,50082
7952,64503,4070,20777,51600
84088,25231,2704,6413,75361
82755,30274,4149,24160,43634
59145,81037,3443,12737,34801
20562,30255,8032,21075,59802
55139,42482,3431,21201,58113
26051,15159,6790,4572,80838
72689,37800,3067,6782,83238
30934,39668,5081,9211,16917
59749,77117,6938,26899,86994
76762,44815,7558,12974,87498
5277,10304,6022,24008,39623
20238,85874,6248,8053,79155
45554,43027,1863,8781,10020
23494,32848,1531,7191,33602
50885,72520,8059,16896,88578
88027,22132,4738,13869,79442
71376,74032,3764,7242,37965
33262,44790,2597,11191,74532
34178,7682,5413,11022,58686
33967,9905,2007,6665,73513
50222,18697,1114,13823,35054
68372,79856,3969,20704,90550
26598,46220,7418,22601,83365
81294,26616,3136,14573,81390
38421,57223,2385,10662,96609
46317,82036,5910,22770,52062
56637,76809,3174,20116,83997
59302,79174,6672,4454,17410
36837,42118,3870,12416,19593
25496,25768,1768,27235,16561
59356,15948,2703,25913,94648
54374,86066,2997,10370,40002
67177,5221,8390,15434,65242
12936,11156,3967,14340,55518
32942,64574,6470,12287,36013
34347,19747,8367,28214,11312
10811,49876,5747,29925,59552
39577,54547,2917,26085,94076
28026,17167,3355,26627,60734
78418,38145,4037,9373,94077
2292,65042,2471,19176,78658
44166,6414,3283,11594,45147
50379,86634,3796,13024,63874
63586,21896,1857,22760,24330
10647,27313,5820,19106,44440
59758,87088,2226,10080,34132
18638,69129,3181,9702,69011
10061,47094,1092,29365,69173
50138,34968,8904,24658,86707
27643,19470,2941,14903,45201
67992,71429,6608,4908,27268
21957,20745,5595,23208,89249
46098,73464,3144,29614,75221
11459,80365,4829,10240,75467
77890,25187,8063,7522,69937
5363,59047,3253,17695,95641
2300,41500,6647,23246,19724
78207,70027,5781,28368,70575
68888,68158,8894,12730,35842
10054,47467,2636,20868,87293
24353,45984,4075,4327,65165
57651,24727,7872,18072,78762
1021,3955,3905,22850,63394
70280,77745,1423,10952,52166
83900,75675,2720,15557,20629
73911,32267,1763,12362,41073
66590,85662,2216,27988,69379
51718,24337,5195,29840,49652
15351,85533,3611,24467,95102
75299,60460,7401,19741,34024
46106,23408,4483,18865,74983
81675,36774,1872,16338,54948
64758,33279,8895,13222,65643
25052,48531,1411,4499,12445
45918,73801,1839,10374,12230
46998,29003,1981,21270,36124
47719,7366,2074,26328,77056
12765,25853,7713,23283,55513
40583,50078,7597,12283,65538
35022,64136,8932,7003,80730
6662,62903,6507,28840,57879
37505,76608,2878,4825,15201
35570,87681,3258,12302,30321
52267,31559,2658,14508,76092
63877,27833,4537,11248,45222
82671,30865,7948,22554,32107
22116,19857,2608,4431,22002
13416,26275,1312,28929,13750
40779,45995,5973,17085,36724
30315,67557,3349,12920,33594
20288,21708,2038,4672,41087
18361,36834,2771,4530,94375
68674,20821,2637,18658,43366
13542,79085,5435,6156,77554
30341,55409,3122,22995,89428
47733,63173,7026,5869,34801
4142,49471,8723,22639,32748
61554,11146,2905,4444,87206
73620,48897,7746,9909,80307
83351,71393,8071,28315,41513
46748,80599,8914,11243,98924
45746,15486,5873,17272,72123
66981,15671,4481,27817,74226
34918,19362,2582,18562,37495
53172,29974,4895,14078,22202
89503,36300,1407,19913,80873
23957,67184,7185,22045,85826
11554,67663,8077,17637,89802
50873,26599,6896,4144,44455
56711,77961,2395,17572,72554
34670,23796,7861,22950,83232
28889,5453,4918,15912,79953
56125,11919,1337,5413,79070
84337,3275,6460,18778,10733
12190,9268,8150,6614,18596
48366,80223,7567,5076,70246
31374,21199,4717,22374,16347
56696,52614,5263,5731,84824
47651,86609,5249,11716,65312
54473,39955,1052,24420,19239
24059,10425,3682,9274,33659
57153,13140,8340,16149,47417
30924,39523,8732,26989,12145
23483,31792,1343,24358,33893
34097,60951,7603,4528,70620
66490,65175,8014,26480,73641
36904,4833,8358,12688,91615
75706,13104,2895,15019,30663
26222,22263,5244,18850,64755
61603,54538,3753,24124,88040
1655,41131,5794,27667,38957
45549,19642,3565,6920,27564
49140,1179,4399,14704,47045
58566,65014,8155,11249,13451
14110,51000,6768,15608,12103
85196,14072,7261,23868,58183
86417,89898,2180,21640,99360
8678,80114,5227,16579,74475
45585,47744,4244,28474,12128
81934,23484,4710,16266,26614
32694,4547,6978,15456,39957
66214,10567,5863,13839,25640
23285,72738,5463,13542,94224
89373,84903,4334,25115,79468
48335,8768,7804,13339,91996
22116,68345,3980,6498,73493
34513,76470,3505,26236,44795
44601,77569,5263,22153,48982
32611,68510,3506,10553,60893
75404,47322,8668,24670,64589
81735,29497,7403,13446,10892
70279,57681,7064,28698,25667
54742,68833,4081,7455,11440
79239,71494,5033,24817,93521
27913,37232,6725,29672,59435
48654,80043,6957,18410,31832
82727,76028,2309,5837,87988
86284,11110,3117,10945,69824
73567,19704,8503,12628,24035
76121,15913,2982,20469,65553
9429,60290,1973,19024,33881
1596,77237,5431,26021,22519
27340,50462,4158,16003,74222
39941,72831,5990,15924,74151
24409,6691,1182,20655,46264
72787,66590,4321,12069,90812
16760,27017,3934,29244,48246
22176,26789,1461,17033,80533
36912,10067,1637,22403,14481
14396,77909,3828,7183,33136
11665,32437,5947,6900,15647
29915,1140,6356,28078,57391
49059,17071,5078,16322,12870
84776,60977,7345,18971,76428
34487,14293,5776,26403,10407
80015,23537,8883,25225,13761
30224,67786,1306,25161,25032
66046,58089,2373,28743,34753
3478,29310,5367,28066,32263
47805,63109,1079,11693,10258
31461,39834,6757,16941,81321
27743,53573,1055,23694,99637
74579,73265,3541,17254,37163
19682,9178,2301,29889,21918
89313,61596,2667,16304,99932
52392,72760,4350,17809,71555
65345,35577,2785,13648,95955
37472,70005,4495,14694,38028
3518,23905,1877,13919,23185
17722,59968,1545,28404,34693
73652,38496,7984,12465,71105
32099,73379,4405,6784,21697
48178,22644,7189,15851,49138
12237,29374,6151,6686,94244
62566,2770,7437,14275,36043
30385,65652,4369,24902,77351
60982,22374,7331,5853,64187
18152,33982,5832,25469,33228
14432,30466,8153,29225,39619
58753,36834,1915,10160,86409
12169,60755,3987,4623,86889
18270,50986,2536,16017,91038
5638,26157,5533,20323,29270
62303,23476,6841,17492,52102
48733,24861,5100,19760,38343
33214,61085,8794,7675,89586
86092,24656,7114,18955,55216
2102,15273,2461,18736,36783
45171,85597,2504,13380,28757
59184,23483,4257,22054,22698
15271,34454,1002,6513,77254
75416,30529,2655,27648,44515
81397,85545,8843,23876,77608
29174,23536,5673,26720,69616
7713,6853,3340,6938,99567
60460,4430,8781,29417,13118
55896,88210,1098,29808,40555
50149,71830,3508,4900,65396
35880,59911,1572,19543,39003
13705,26396,4284,21369,11064
82614,70473,1624,6895,93892
23131,87813,5780,6996,75902
16004,31454,1478,13756,65527
46207,7058,2295,15321,60202
81264,38924,6721,7721,25703
87327,73447,5415,13207,84066
79295,83029,3539,9299,57892
38001,26598,3134,15611,49013
61065,7513,6812,19945,57836
14228,40657,6667,27264,10422
86060,39673,3929,12343,33586
60997,19467,3773,28399,19379
12353,60216,6851,13693,93232
41162,74427,8015,8089,77757
32730,85770,7007,27231,36915
31900,18561,6736,8088,58612
26826,53132,3388,6635,43486
1977,45586,8815,9138,89688
26870,4608,2899,27883,78636
35215,6056,5297,6752,73293
19181,15103,8064,6817,91003
23384,60294,2287,8019,61942
55596,38418,2018,8582,35910
15856,52816,1231,23050,39709
57245,37723,3969,24135,81351
53648,85123,7569,12936,56696
40924,23784,1043,27633,51921
17180,75762,3313,18375,63500
5899,89979,6268,5456,79077
9960,7436,4705,20481,10617
79232,6474,3313,19598,93285
35719,67249,8609,6478,76631
33007,61258,3904,9107,12771
14175,79916,1523,12329,71247
69543,85628,2636,4793,16818
4254,60279,8076,11481,64291
41414,17692,6922,15571,25248
10079,26501,5570,4923,41459
22791,78004,4503,15991,16284
37034,7078,4256,5791,57973
62526,79359,1341,17264,74255
17669,72344,2878,8986,76886
63860,59358,5301,28691,68050
78662,48172,8006,26895,81895
62730,46988,8679,10775,49691
44083,3863,7037,8394,81762
29426,43969,5342,10038,21891
46336,18659,1727,28818,66800
68663,60294,5828,28291,50766
87330,83275,3549,23983,35475
39772,61613,8335,9460,50152
83972,15363,4689,28582,18480
77117,74894,2695,14762,56406
75066,86730,8669,16149,28654
38714,34793,5603,27282,31085
55806,50398,6140,16477,87710
60159,75250,3830,8044,33571
69546,17541,8461,16890,76524
8166,88895,5560,7744,41196
73562,39050,7856,8781,60067
84788,68048,3398,12871,74407
29387,1562,4620,21428,87572
78774,63705,4489,27430,85580
33757,86038,3285,8117,37828
68770,77787,2473,6317,27992
6098,4379,2358,21842,92882
46857,25118,2382,13149,10732
44319,72742,8358,19455,19294
22984,27673,2102,5519,40441
75722,42166,7513,17635,91669
3921,87697,8277,25615,62116
44408,62254,4485,11485,27316
84856,36439,7523,29559,41650
45841,58162,2303,8310,84570
9962,48533,5334,19778,95603
26753,26338,7086,14090,64854
33299,52388,3062,19830,19431
22762,88696,8407,22907,52808
79739,79751,3436,24427,24919
7020,6938,1435,12630,75337
3168,61594,2579,25091,33205
58185,30461,5204,23524,53547
3473,5703,7833,12868,32694
61735,20303,7637,13920,15930
71256,25172,3980,21304,35808
46394,14653,1739,20052,18744
30115,10533,6170,17580,85855
70789,57385,5614,16407,91769
17849,9919,3233,28520,64367
30666,86246,2120,23181,11608
86266,87621,2325,23099,14491
72194,45085,5858,29540,60429
49220,89357,5934,20111,24871
43503,33426,3283,9100,64179
30131,45378,7225,14546,91876
35709,28530,3079,13892,91586
63396,85989,5105,14230,50270
4188,10437,6419,7117,18332
20468,18261,5264,26096,89920
53491,35380,5510,10866,85085
23978,77954,3399,28740,45449
23382,33717,8092,6896,89603
52024,6314,5591,23133,22055
65243,67247,3342,4762,85364
21223,89932,4334,6005,29440
14471,52260,5133,17718,11317
3017,45341,4547,23655,91674
31619,31350,4215,22600,16524
81692,7150,6750,26142,86240
79463,76120,2298,11173,45010
42981,54402,7441,6147,64996
75781,29957,8814,14547,16767
47711,36680,8792,12512,99868
13089,43289,6545,27736,12292
23281,82971,4913,19898,93073
31719,76104,7391,21861,79231
15356,15213,2677,22563,49543
4482,53035,3297,7016,32943
66473,77410,3209,4122,26371
43710,42211,4593,7351,88068
48264,67759,1648,17507,89382
70113,80398,5133,11285,78599
65632,15328,4153,11445,48574
42289,59294,1875,6871,19911
83046,80254,6094,10230,12017
69023,77904,7686,23815,64489
66792,41049,4936,29817,56893
3133,35476,1023,28516,49788
6241,5089,5368,19071,63582
43192,71284,1748,29662,73356
19679,21068,5481,21651,95598
85402,89909,2801,23418,85179
39569,79672,8848,11436,91974
5419,13716,5721,10660,58975
20820,7467,5425,6454,97220
34210,62013,8274,10477,22216
77382,15791,5827,14399,68930
27768,59407,8457,28913,30069
78100,41441,8725,24421,27783
58057,74600,3296,11486,74860
85994,19277,3894,18373,86333
30202,75203,7170,27640,10101
1218,45808,8312,16598,53483
81582,45584,7876,23407,76351
54467,66471,3809,28385,33229
64744,88714,3046,26088,72873
77819,82178,5825,9015,68673
17612,80919,4340,27124,62895
3134,44085,4451,25995,22214
86441,8398,5945,4659,89646
74212,46878,2596,10215,30368
29800,39442,2587,28044,88069
69426,28919,7482,9500,46305
50377,80920,1681,8209,22799
36158,79160,4876,29995,94692
21260,41536,1640,24925,29226
68675,48615,4511,8901,73044
65812,59657,1716,25227,78214
71515,83958,6988,17421,56049
29806,45640,6564,14271,47876
51926,62253,2981,16518,94051
51096,11708,1017,18598,81917
70995,58741,4000,25058,56484
22199,26450,3020,21669,61818
55336,83226,8587,20542,54064
55361,53584,7305,12880,33208
2997,30184,2466,20621,76637
73103,19326,7628,14496,29527
12239,15435,1484,23965,77032
57101,4321,1201,24623,84222
86738,81231,6018,15965,85219
52599,72448,5242,23531,23331
64080,62837,6918,6541,13079
8318,16949,7047,22558,81123
30109,31212,8627,12040,50448
60501,1028,4823,15453,68599
83371,37161,8893,13266,45652
84366,63066,3538,12283,46444
5158,43848,3454,10141,50813
3782,41682,8705,19763,68016
79406,26716,2792,8282,59820
57825,59421,3185,13560,43546
43661,58205,8425,26400,40386
61107,86262,7659,10759,38304
82245,38213,7736,4738,47798
30256,74741,8560,18816,79883
59096,48594,4950,25203,48609
58187,66575,2857,22149,65556
22509,13900,7839,5396,75822
52094,5851,1517,22683,10579
14222,78954,7160,19023,77582
41118,71147,7142,28775,16340
38462,69623,6097,20807,96574
17795,6449,4219,11966,31413
19480,69166,3088,21863,50874
86141,75250,1142,21311,77951
48515,35446,2115,7517,79621
30240,66960,6011,8350,69057
74379,48354,3243,12539,79883
84104,50308,2986,10922,24789
67481,21805,2941,21855,16109
16249,62392,1528,28669,32141
66373,86527,3560,22281,44983
8404,68699,1800,17983,36408
77596,6244,2311,4241,61582
88315,3624,3777,11244,84598
9108,37458,7853,8230,53815
8050,55604,8068,14103,23534
20741,46186,2237,7164,64834
84701,39646,7135,25242,61805
9678,25797,6526,18583,54912
71604,44460,8863,7994,22016
63375,23524,4928,25955,39134
68780,20021,8797,26969,99622
79452,49279,8347,26675,98675
20338,75891,2611,13134,23082
